Area,Instituicao,Modalidade,Inicio Doutorado_disc,Inicio Mestrado_disc,Docentes_disc,Dissertacoes_disc,Teses_disc,Di/Te_disc,TotalPeriodicos_disc,Total Qualificados_disc,A1_disc,A2_disc,B1_disc,B2_disc,B3_disc,B4_disc,B5_disc,C_disc,NC_disc,Conferencias_disc,Livros_disc,Capitulos_disc,Coletaneas_disc,Prod.Artistica_disc,Outros_disc,Conceito
Admin_CienContabeis_Tur,PUC/SP,Acad,,"(1974.7, 1979.6]","[4, 10.2]","(56.8, 71]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(7.5, 15]","[0, 8.6]","[0, 8.4]","(9, 13.5]","(5.1, 10.2]","(172.5, 211]","(18.4, 23]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UAM,Acad,,"(1999.2, 2004.1]","(10.2, 16.4]","(42.6, 56.8]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","(8.4, 16.8]","(22.5, 27]","[0, 5.1]","(172.5, 211]","(4.6, 9.2]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]",Tres
Admin_CienContabeis_Tur,UCS,Acad,,"(2004.1, 2009]","(10.2, 16.4]","(42.6, 56.8]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","(8.4, 16.8]","(9, 13.5]","(5.1, 10.2]","(211, 254.5]","(4.6, 9.2]","(15.2, 30.4]","(2.9, 5.8]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UCS,Acad,,"(1999.2, 2004.1]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",,"(33.1, 66.2]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","(9, 13.5]","[0, 5.1]","(172.5, 211]","(9.2, 13.8]","(60.8, 76]","(2.9, 5.8]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UDESC,Prof,,"(1999.2, 2004.1]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",,"(33.1, 66.2]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","(4.5, 9]","(10.2, 15.3]","(100.5, 137]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]",Tres
Admin_CienContabeis_Tur,UECE,Acad,,"(2004.1, 2009]","[4, 10.2]","(28.4, 42.6]","[0, 9]",,"(33.1, 66.2]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(7.5, 15]","[0, 8.6]","[0, 8.4]","(9, 13.5]","[0, 5.1]","(100.5, 137]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UERJ,Acad,,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"(33.1, 66.2]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","(8.6, 17.2]","[0, 8.4]","(9, 13.5]","[0, 5.1]","(137, 172.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UFAM,Prof,,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(7.5, 15]","(8.6, 17.2]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UFBA,Acad,,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UFC,Acad,,"(2004.1, 2009]","(16.4, 22.6]","[0, 14.2]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(33.5, 67]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]",Tres
Admin_CienContabeis_Tur,UFC,Prof,,"(2004.1, 2009]","(16.4, 22.6]","(42.6, 56.8]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(33.5, 67]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]",Tres
Admin_CienContabeis_Tur,UFES,Acad,,"(1999.2, 2004.1]","[4, 10.2]","(28.4, 42.6]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UFMS,Acad,,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"(33.1, 66.2]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","(9, 13.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UFPE,Acad,,"(2004.1, 2009]","(10.2, 16.4]","[0, 14.2]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(15, 22.5]","(8.6, 17.2]","[0, 8.4]","(4.5, 9]","[0, 5.1]","(100.5, 137]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UFPR,Acad,,"(2004.1, 2009]","[4, 10.2]","(28.4, 42.6]","[0, 9]",,"(33.1, 66.2]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(7.5, 15]","[0, 8.6]","[0, 8.4]","(13.5, 18]","(5.1, 10.2]","(172.5, 211]","(18.4, 23]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UFRN,Acad,,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(33.5, 67]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UFRPE,Acad,,"(1999.2, 2004.1]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UFRRJ,Prof,,"(1999.2, 2004.1]","(10.2, 16.4]","(71, 86.2]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","(9, 13.5]","(10.2, 15.3]","(172.5, 211]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UFU,Acad,,"(1999.2, 2004.1]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(7.5, 15]","[0, 8.6]","[0, 8.4]","(9, 13.5]","[0, 5.1]","(100.5, 137]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UFV,Acad,,"(2004.1, 2009]","[4, 10.2]","(28.4, 42.6]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","(7.9, 15.8]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(10.2, 15.3]","(33.5, 67]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UMESP,Acad,,"(2004.1, 2009]","[4, 10.2]","(56.8, 71]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","(4.5, 9]","[0, 5.1]","(33.5, 67]","(4.6, 9.2]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UNAMA,Acad,,"(2004.1, 2009]","(10.2, 16.4]","[0, 14.2]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UNB,Prof,,"(1999.2, 2004.1]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","(33.5, 67]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UNB,Prof,,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UNIFACS,Acad,,"(1999.2, 2004.1]","(10.2, 16.4]","(42.6, 56.8]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UNIP,Acad,,"(2004.1, 2009]","[4, 10.2]","(14.2, 28.4]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","(9, 13.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UNIR,Acad,,"(2004.1, 2009]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","(4.5, 9]","[0, 5.1]","(100.5, 137]","[0, 4.6]","(45.6, 60.8]","(2.9, 5.8]","[0, 6.2]","[0, 3.1]",Tres
Admin_CienContabeis_Tur,UNISUL,Acad,,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(7.5, 15]","(8.6, 17.2]","[0, 8.4]","(4.5, 9]","[0, 5.1]","(67, 100.5]","(4.6, 9.2]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]",Tres
Admin_CienContabeis_Tur,UNP,Prof,,"(2004.1, 2009]","[4, 10.2]","(14.2, 28.4]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Antropologia_Arqueologia,UNB,Acad,"(1978.2, 1982.6]","(1969.8, 1974.7]","(16.4, 22.6]","(42.6, 56.8]","(9, 18]","(2.252, 2.719]","(132.4, 165.5]","(92.7, 123.6]","(21.6, 28.8]","[0, 7.9]","(36.3, 48.4]","[0, 10.8]","[0, 7.5]","(25.8, 34.4]","(8.4, 16.8]","[0, 4.5]","(15.3, 20.4]","(67, 100.5]","(13.8, 18.4]","(92.4, 111.4]","(11.6, 14.5]","[0, 6.2]","(9.3, 12.4]",Sete
Antropologia_Arqueologia,USP,Acad,"(1969.4, 1973.8]","(1969.8, 1974.7]","(16.4, 22.6]","(28.4, 42.6]","(18, 27]","(1.237, 1.467]","(66.2, 99.3]","(30.9, 61.8]","(14.4, 21.6]","[0, 7.9]","[0, 12.1]","(10.8, 21.6]","(7.5, 15]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","(5.1, 10.2]","(67, 100.5]","(4.6, 9.2]","(92.4, 111.4]","[0, 2.9]","[0, 6.2]","(33, 45.8]",Seis
Antropologia_Arqueologia,USP,Acad,"(1987, 1991.4]","(1984.5, 1989.4]","(16.4, 22.6]","(42.6, 56.8]","(18, 27]","(1.926, 2.252]","(99.3, 132.4]","(92.7, 123.6]","[0, 7.2]","[0, 7.9]","(60.5, 72.6]","(10.8, 21.6]","(7.5, 15]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","(10.2, 15.3]","(67, 100.5]","(23, 27.6]","(60.8, 76]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Antropologia_Arqueologia,UFPE,Acad,"(2000.2, 2004.6]","(1974.7, 1979.6]","(16.4, 22.6]","(42.6, 56.8]","(9, 18]","(2.719, 3.767]","(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(7.5, 15]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","(172.5, 211]","(4.6, 9.2]","(92.4, 111.4]","(2.9, 5.8]","(6.2, 12.4]","(9.3, 12.4]",Quatro
Antropologia_Arqueologia,UFPE,Acad,"(2000.2, 2004.6]","(1999.2, 2004.1]","(16.4, 22.6]","(14.2, 28.4]","[0, 9]","(3.767, 6.772]","(66.2, 99.3]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","[0, 10.8]","[0, 7.5]","(25.8, 34.4]","[0, 8.4]","[0, 4.5]","(10.2, 15.3]","(67, 100.5]","[0, 4.6]","(30.4, 45.6]","[0, 2.9]","(6.2, 12.4]","(3.1, 6.2]",Quatro
Antropologia_Arqueologia,UFRJ,Acad,,"(2004.1, 2009]","(10.2, 16.4]","[0, 14.2]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","(7.9, 15.8]","[0, 12.1]","(10.8, 21.6]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","(4.6, 9.2]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Antropologia_Arqueologia,UFSCAR,Acad,"(2004.6, 2009]","(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","(7.2, 14.4]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","(33.5, 67]","[0, 4.6]","(30.4, 45.6]","(2.9, 5.8]","[0, 6.2]","[0, 3.1]",Quatro
Antropologia_Arqueologia,UFPR,Acad,,"(1989.4, 1994.3]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(33.5, 67]","(4.6, 9.2]","(15.2, 30.4]","[0, 2.9]","(6.2, 12.4]","[0, 3.1]",Tres
Antropologia_Arqueologia,UFRN,Acad,,"(2004.1, 2009]","[4, 10.2]","(14.2, 28.4]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","(6.2, 12.4]","(3.1, 6.2]",Tres
Arquitetura_Urbanismo,USP,Acad,"(1978.2, 1982.6]","(1969.8, 1974.7]","(65.8, 111]","(159.8, 293]","(90, 147]","(1.687, 1.926]","(165.5, 200.6]","(123.6, 154.5]","[0, 7.2]","[0, 7.9]","(48.4, 60.5]","(32.4, 43.2]","(7.5, 15]","(17.2, 25.8]","(16.8, 25.2]","[0, 4.5]","(30.6, 36.7]","(254.5, 320]","(4.6, 9.2]","(169, 402]","(26.2, 34.9]","(12.4, 18.6]","(15.5, 18.6]",Seis
Arquitetura_Urbanismo,UFRGS,Acad,"(1995.8, 2000.2]","(1989.4, 1994.3]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]","(3.767, 6.772]","(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","[0, 10.8]","[0, 7.5]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(137, 172.5]","(4.6, 9.2]","(45.6, 60.8]","(5.8, 8.7]","(6.2, 12.4]","(6.2, 9.3]",Cinco
Arquitetura_Urbanismo,UFRJ,Acad,"(2000.2, 2004.6]","(1984.5, 1989.4]","(16.4, 22.6]","(56.8, 71]","(27, 36]","(1.687, 1.926]","(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","[0, 7.9]","[0, 12.1]","(21.6, 32.4]","(15, 22.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(15.3, 20.4]","(172.5, 211]","[0, 4.6]","(92.4, 111.4]","(5.8, 8.7]","[0, 6.2]","[0, 3.1]",Cinco
Arquitetura_Urbanismo,UNESP/BAU,Acad,"(2004.6, 2009]","(1994.3, 1999.2]","(16.4, 22.6]","(56.8, 71]","[0, 9]",,"(66.2, 99.3]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","(24.2, 36.3]","[0, 10.8]","[0, 7.5]","[0, 8.6]","(8.4, 16.8]","(4.5, 9]","(10.2, 15.3]","(254.5, 320]","[0, 4.6]","(45.6, 60.8]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]",Cinco
Arquitetura_Urbanismo,USP/SC,Acad,"(2000.2, 2004.6]","(1969.8, 1974.7]","(16.4, 22.6]","(56.8, 71]","(18, 27]","(2.719, 3.767]","(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","(10.8, 21.6]","(7.5, 15]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(10.2, 15.3]","(211, 254.5]","(9.2, 13.8]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","(9.3, 12.4]",Cinco
Arquitetura_Urbanismo,UFAL,Acad,,"(1999.2, 2004.1]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(100.5, 137]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]",Quatro
Arquitetura_Urbanismo,UFF,Acad,,"(1999.2, 2004.1]","(10.2, 16.4]","(42.6, 56.8]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","(211, 254.5]","[0, 4.6]","(76, 92.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Arquitetura_Urbanismo,UFPE,Acad,,"(1999.2, 2004.1]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(172.5, 211]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Arquitetura_Urbanismo,UFPR,Acad,,"(2004.1, 2009]","[4, 10.2]","(14.2, 28.4]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","(137, 172.5]","(4.6, 9.2]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Arquitetura_Urbanismo,UFRGS,Acad,,"(2004.1, 2009]","(16.4, 22.6]","(14.2, 28.4]","[0, 9]",,"(33.1, 66.2]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","(17.2, 25.8]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","(100.5, 137]","[0, 4.6]","[0, 15.2]","[0, 2.9]","(6.2, 12.4]","[0, 3.1]",Quatro
Arquitetura_Urbanismo,UFRN,Acad,"(2004.6, 2009]","(1994.3, 1999.2]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","(137, 172.5]","(9.2, 13.8]","(45.6, 60.8]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Arquitetura_Urbanismo,UFSC,Acad,,"(1999.2, 2004.1]","(10.2, 16.4]","(56.8, 71]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(137, 172.5]","(9.2, 13.8]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Arquitetura_Urbanismo,UNB,Acad,"(2000.2, 2004.6]","(1994.3, 1999.2]","(22.6, 28.8]","(86.2, 104.8]","(9, 18]","(3.767, 6.772]","(66.2, 99.3]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","(21.6, 32.4]","[0, 7.5]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","(10.2, 15.3]","(172.5, 211]","(13.8, 18.4]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Arquitetura_Urbanismo,UPM,Acad,"(2004.6, 2009]","(1999.2, 2004.1]","(10.2, 16.4]","(56.8, 71]","[0, 9]","(6.772, 87]","(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","[0, 10.8]","(7.5, 15]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(15.3, 20.4]","(254.5, 320]","(4.6, 9.2]","(45.6, 60.8]","[0, 2.9]","(26.8, 50]","(3.1, 6.2]",Quatro
Arquitetura_Urbanismo,UFPB/J.P.,Acad,,"(2004.1, 2009]","(10.2, 16.4]","[0, 14.2]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","(33.5, 67]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Arquitetura_Urbanismo,UFPEL,Acad,,"(2004.1, 2009]","(10.2, 16.4]","[0, 14.2]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(33.5, 67]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Arquitetura_Urbanismo,UFSC,Acad,,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(10.2, 15.3]","(172.5, 211]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Arquitetura_Urbanismo,UFSC,Acad,,"(2004.1, 2009]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Arquitetura_Urbanismo,UNISINOS,Acad,,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(33.5, 67]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Arquitetura_Urbanismo,USJT,Acad,,"(2004.1, 2009]","[4, 10.2]","(14.2, 28.4]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","(8.6, 17.2]","(16.8, 25.2]","[0, 4.5]","[0, 5.1]","[0, 33.5]","(4.6, 9.2]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
