"Area","Instituicao","Modalidade","Inicio_Doutorado_disc","Inicio_Mestrado_disc","Docentes_disc","Dissertacoes_disc","Teses_disc","Di_Te_disc","TotalPeriodicos_disc","Total_Qualificados_disc","A1_disc","A2_disc","B1_disc","B2_disc","B3_disc","B4_disc","B5_disc","C_disc","NC_disc","Conferencias_disc","Livros_disc","Capitulos_disc","Coletaneas_disc","Prod_Artistica_disc","Outros_disc","Conceito"
"Letras_Linguistica","UFPB/J.P.","Acad","(2004.6, 2009]","(2004.1, 2009]","(22.6, 28.8]","(86.2, 104.8]","(27, 36]","(2.252, 2.719]","(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","[0, 7.9]","[0, 12.1]","(21.6, 32.4]","(7.5, 15]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","(172.5, 211]","(18.4, 23]","(111.4, 131.6]","(5.8, 8.7]","[0, 6.2]","(3.1, 6.2]","Quatro"
"Letras_Linguistica","UFPB/J.P.","Acad","(2004.6, 2009]","(2004.1, 2009]","(22.6, 28.8]","(104.8, 126.4]","(18, 27]","(3.767, 6.772]","(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","(7.9, 15.8]","[0, 12.1]","[0, 10.8]","[0, 7.5]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","(320, 445]","(13.8, 18.4]","(111.4, 131.6]","(8.7, 11.6]","[0, 6.2]","(3.1, 6.2]","Quatro"
"Letras_Linguistica","UFRJ","Acad","(2004.6, 2009]","(1969.8, 1974.7]","(10.2, 16.4]","(42.6, 56.8]","[0, 9]",NA,"(66.2, 99.3]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","(8.6, 17.2]","(25.2, 33.6]","(4.5, 9]","[0, 5.1]","[0, 33.5]","[0, 4.6]","(45.6, 60.8]","(8.7, 11.6]","[0, 6.2]","[0, 3.1]","Quatro"
"Letras_Linguistica","UFRJ","Acad","(1969.4, 1973.8]","(1969.8, 1974.7]","(16.4, 22.6]","(42.6, 56.8]","(18, 27]","(1.687, 1.926]","(33.1, 66.2]","(30.9, 61.8]","(7.2, 14.4]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(7.5, 15]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","(5.1, 10.2]","(33.5, 67]","[0, 4.6]","(45.6, 60.8]","(2.9, 5.8]","[0, 6.2]","(12.4, 15.5]","Quatro"
"Letras_Linguistica","UFRN","Acad","(2004.6, 2009]","(1989.4, 1994.3]","(22.6, 28.8]","(42.6, 56.8]","(18, 27]","(2.252, 2.719]","(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(7.5, 15]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","(5.1, 10.2]","(211, 254.5]","(4.6, 9.2]","(111.4, 131.6]","[0, 2.9]","[0, 6.2]","(9.3, 12.4]","Quatro"
"Letras_Linguistica","UFSC","Acad","(2004.6, 2009]","(1999.2, 2004.1]","(16.4, 22.6]","(42.6, 56.8]","[0, 9]",NA,"(99.3, 132.4]","(92.7, 123.6]","(7.2, 14.4]","(15.8, 23.7]","(12.1, 24.2]","(10.8, 21.6]","(22.5, 30]","(8.6, 17.2]","(16.8, 25.2]","[0, 4.5]","(15.3, 20.4]","[0, 33.5]","(4.6, 9.2]","(76, 92.4]","[0, 2.9]","[0, 6.2]","(18.6, 22.7]","Quatro"
"Letras_Linguistica","UFU","Acad","(2004.6, 2009]","(1994.3, 1999.2]","(10.2, 16.4]","(56.8, 71]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","(23, 27.6]","(76, 92.4]","(2.9, 5.8]","[0, 6.2]","[0, 3.1]","Quatro"
"Letras_Linguistica","UFU","Acad",NA,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",NA,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","(5.1, 10.2]","(33.5, 67]","(4.6, 9.2]","(45.6, 60.8]","[0, 2.9]","(26.8, 50]","(9.3, 12.4]","Quatro"
"Letras_Linguistica","UFV","Acad",NA,"(2004.1, 2009]","(10.2, 16.4]","[0, 14.2]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","(2.9, 5.8]","[0, 6.2]","[0, 3.1]","Quatro"
"Letras_Linguistica","UNESP/ASS","Acad","(1982.6, 1987]","(1974.7, 1979.6]","(10.2, 16.4]","(42.6, 56.8]","(27, 36]","(1.467, 1.687]","(132.4, 165.5]","(123.6, 154.5]","(7.2, 14.4]","(7.9, 15.8]","[0, 12.1]","(10.8, 21.6]","(22.5, 30]","(25.8, 34.4]","(33.6, 42]","[0, 4.5]","(10.2, 15.3]","(137, 172.5]","(4.6, 9.2]","(111.4, 131.6]","(8.7, 11.6]","[0, 6.2]","(6.2, 9.3]","Quatro"
"Letras_Linguistica","UNIOESTE","Acad",NA,"(1999.2, 2004.1]","(16.4, 22.6]","(42.6, 56.8]","[0, 9]",NA,"(165.5, 200.6]","(123.6, 154.5]","(7.2, 14.4]","(7.9, 15.8]","(12.1, 24.2]","(10.8, 21.6]","(15, 22.5]","(43, 51.6]","(16.8, 25.2]","[0, 4.5]","(30.6, 36.7]","(320, 445]","(9.2, 13.8]","(92.4, 111.4]","(2.9, 5.8]","[0, 6.2]","(3.1, 6.2]","Quatro"
"Letras_Linguistica","UNISINOS","Acad","(2004.6, 2009]","(1999.2, 2004.1]","[4, 10.2]","(28.4, 42.6]","[0, 9]",NA,"(66.2, 99.3]","(30.9, 61.8]","[0, 7.2]","(15.8, 23.7]","[0, 12.1]","(10.8, 21.6]","(7.5, 15]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(10.2, 15.3]","(67, 100.5]","(4.6, 9.2]","(30.4, 45.6]","(2.9, 5.8]","[0, 6.2]","(3.1, 6.2]","Quatro"
"Letras_Linguistica","UPF","Acad",NA,"(1999.2, 2004.1]","[4, 10.2]","(56.8, 71]","[0, 9]",NA,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","(7.9, 15.8]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","(100.5, 137]","[0, 4.6]","(45.6, 60.8]","(8.7, 11.6]","[0, 6.2]","[0, 3.1]","Quatro"
"Letras_Linguistica","USP","Acad",NA,"(1994.3, 1999.2]","[4, 10.2]","[0, 14.2]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(10.2, 15.3]","[0, 33.5]","(4.6, 9.2]","[0, 15.2]","[0, 2.9]","[0, 6.2]","(6.2, 9.3]","Quatro"
"Letras_Linguistica","USP","Acad","(2004.6, 2009]","(1974.7, 1979.6]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",NA,"(33.1, 66.2]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","(10.8, 21.6]","[0, 7.5]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","(6.2, 12.4]","(9.3, 12.4]","Quatro"
"Letras_Linguistica","USP","Acad","(1995.8, 2000.2]","(1984.5, 1989.4]","[4, 10.2]","(14.2, 28.4]","[0, 9]","(2.252, 2.719]","(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","[0, 10.8]","[0, 7.5]","(17.2, 25.8]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","[0, 33.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Quatro"
"Letras_Linguistica","USP","Acad",NA,"(1989.4, 1994.3]","[4, 10.2]","[0, 14.2]","[0, 9]",NA,"(33.1, 66.2]","[0, 30.9]","(7.2, 14.4]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","(6.2, 9.3]","Quatro"
"Letras_Linguistica","USP","Acad","(1991.4, 1995.8]","(1989.4, 1994.3]","[4, 10.2]","[0, 14.2]","[0, 9]","(3.767, 6.772]","[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Quatro"
"Letras_Linguistica","PUC-GOIAS","Acad",NA,"(2004.1, 2009]","[4, 10.2]","(28.4, 42.6]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(33.5, 67]","[0, 4.6]","(45.6, 60.8]","(2.9, 5.8]","[0, 6.2]","(9.3, 12.4]","Tres"
"Letras_Linguistica","UEFS","Acad",NA,"(1999.2, 2004.1]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",NA,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(7.5, 15]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","(4.6, 9.2]","(45.6, 60.8]","(2.9, 5.8]","[0, 6.2]","(9.3, 12.4]","Tres"
"Letras_Linguistica","UERN","Acad",NA,"(2004.1, 2009]","(10.2, 16.4]","[0, 14.2]","[0, 9]",NA,"(33.1, 66.2]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","[0, 15.2]","(14.5, 17.4]","[0, 6.2]","[0, 3.1]","Tres"
"Letras_Linguistica","UFAC","Acad",NA,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","(4.6, 9.2]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","(6.2, 9.3]","Tres"
"Letras_Linguistica","UFCG","Acad",NA,"(1999.2, 2004.1]","(16.4, 22.6]","(42.6, 56.8]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","(67, 100.5]","(4.6, 9.2]","(30.4, 45.6]","(2.9, 5.8]","[0, 6.2]","(3.1, 6.2]","Tres"
"Letras_Linguistica","UFES","Acad",NA,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",NA,"(99.3, 132.4]","(92.7, 123.6]","[0, 7.2]","[0, 7.9]","[0, 12.1]","(21.6, 32.4]","[0, 7.5]","(8.6, 17.2]","(42, 50.4]","[0, 4.5]","(5.1, 10.2]","(33.5, 67]","[0, 4.6]","(45.6, 60.8]","(2.9, 5.8]","[0, 6.2]","[0, 3.1]","Tres"
"Letras_Linguistica","UFMS","Acad",NA,"(2004.1, 2009]","(10.2, 16.4]","(42.6, 56.8]","[0, 9]",NA,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","(8.6, 17.2]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","(60.8, 76]","[0, 2.9]","(6.2, 12.4]","[0, 3.1]","Tres"
"Letras_Linguistica","UFMS","Acad",NA,"(1994.3, 1999.2]","(10.2, 16.4]","(71, 86.2]","[0, 9]",NA,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(15, 22.5]","[0, 8.6]","(16.8, 25.2]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","(45.6, 60.8]","(5.8, 8.7]","[0, 6.2]","(3.1, 6.2]","Tres"
"Letras_Linguistica","UFMT","Acad",NA,"(1999.2, 2004.1]","(16.4, 22.6]","(42.6, 56.8]","[0, 9]",NA,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(22.5, 30]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(33.5, 67]","(4.6, 9.2]","(76, 92.4]","(5.8, 8.7]","[0, 6.2]","[0, 3.1]","Tres"
"Letras_Linguistica","UFSJ","Acad",NA,"(1999.2, 2004.1]","[4, 10.2]","(28.4, 42.6]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Tres"
"Letras_Linguistica","UNB","Acad",NA,"(2004.1, 2009]","[4, 10.2]","(28.4, 42.6]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Tres"
"Letras_Linguistica","UNEB","Acad",NA,"(2004.1, 2009]","(10.2, 16.4]","[0, 14.2]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","(6.2, 9.3]","Tres"
"Letras_Linguistica","UNIANDRADE","Acad",NA,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",NA,"(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","[0, 10.8]","(7.5, 15]","[0, 8.6]","(33.6, 42]","[0, 4.5]","[0, 5.1]","(33.5, 67]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]","Tres"
"Letras_Linguistica","UNICAP","Acad",NA,"(1999.2, 2004.1]","(10.2, 16.4]","(42.6, 56.8]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(33.5, 67]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Tres"
"Letras_Linguistica","UNICSUL","Acad",NA,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","(45.6, 60.8]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Tres"
"Letras_Linguistica","UNIMAR","Acad",NA,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","(4.6, 9.2]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Tres"
"Letras_Linguistica","UNIMONTES","Acad",NA,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Tres"
"Letras_Linguistica","UNINCOR","Acad",NA,"(1999.2, 2004.1]","[4, 10.2]","(28.4, 42.6]","[0, 9]",NA,"[0, 33.1]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","(16.8, 25.2]","[0, 4.5]","[0, 5.1]","[0, 33.5]","(4.6, 9.2]","(15.2, 30.4]","(2.9, 5.8]","[0, 6.2]","[0, 3.1]","Tres"
"Letras_Linguistica","UNIRITTER","Acad",NA,"(2004.1, 2009]","[4, 10.2]","(14.2, 28.4]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(10.2, 15.3]","(33.5, 67]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]","Tres"
"Letras_Linguistica","UNISC","Acad",NA,"(2004.1, 2009]","[4, 10.2]","(42.6, 56.8]","[0, 9]",NA,"(66.2, 99.3]","(61.8, 92.7]","(7.2, 14.4]","[0, 7.9]","[0, 12.1]","(21.6, 32.4]","[0, 7.5]","(17.2, 25.8]","(8.4, 16.8]","[0, 4.5]","(10.2, 15.3]","(33.5, 67]","[0, 4.6]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Tres"
"Letras_Linguistica","UNITAU","Acad",NA,"(1994.3, 1999.2]","(10.2, 16.4]","(71, 86.2]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","(33.5, 67]","[0, 4.6]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","(6.2, 9.3]","Tres"
"Mat_Prob_Estatistica","UNICAMP","Acad","(1973.8, 1978.2]","(1969.8, 1974.7]","(35, 41.2]","(28.4, 42.6]","(45, 54]","[0.25, 0.972]","(165.5, 200.6]","(154.5, 187.4]","(14.4, 21.6]","(23.7, 31.6]","(24.2, 36.3]","(43.2, 54]","(22.5, 30]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Sete"
"Mat_Prob_Estatistica","USP","Acad","(1969.4, 1973.8]","(1969.8, 1974.7]","(28.8, 35]","(56.8, 71]","(45, 54]","(1.237, 1.467]","(165.5, 200.6]","(154.5, 187.4]","[0, 7.2]","(31.6, 39.5]","(24.2, 36.3]","(32.4, 43.2]","(22.5, 30]","(8.6, 17.2]","(8.4, 16.8]","[0, 4.5]","(15.3, 20.4]","[0, 33.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]","Sete"
"Mat_Prob_Estatistica","UFRJ","Acad","(1969.4, 1973.8]","(1969.8, 1974.7]","(28.8, 35]","(14.2, 28.4]","(9, 18]","(1.237, 1.467]","(132.4, 165.5]","(123.6, 154.5]","(14.4, 21.6]","(23.7, 31.6]","(36.3, 48.4]","(32.4, 43.2]","(7.5, 15]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Seis"
"Mat_Prob_Estatistica","UNICAMP","Acad","(1987, 1991.4]","(1974.7, 1979.6]","(35, 41.2]","(42.6, 56.8]","(27, 36]","(1.467, 1.687]","(200.6, 236.7]","(187.4, 222.3]","(7.2, 14.4]","(31.6, 39.5]","(36.3, 48.4]","(32.4, 43.2]","(15, 22.5]","(17.2, 25.8]","(25.2, 33.6]","[0, 4.5]","(10.2, 15.3]","(67, 100.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Seis"
"Mat_Prob_Estatistica","USP","Acad","(1969.4, 1973.8]","(1969.8, 1974.7]","(54.6, 65.8]","(28.4, 42.6]","(18, 27]","(1.687, 1.926]","(165.5, 200.6]","(154.5, 187.4]","[0, 7.2]","(31.6, 39.5]","(24.2, 36.3]","(43.2, 54]","(22.5, 30]","(8.6, 17.2]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]","Seis"
"Mat_Prob_Estatistica","USP/SC","Acad","(1969.4, 1973.8]","(1969.8, 1974.7]","(35, 41.2]","(28.4, 42.6]","(18, 27]","(1.467, 1.687]","(165.5, 200.6]","(154.5, 187.4]","[0, 7.2]","(23.7, 31.6]","(36.3, 48.4]","(64.8, 76.6]","(22.5, 30]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","(5.1, 10.2]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Seis"
"Mat_Prob_Estatistica","UFPE","Acad","(2004.6, 2009]","(1994.3, 1999.2]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",NA,"(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","(7.9, 15.8]","(12.1, 24.2]","(10.8, 21.6]","(15, 22.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Cinco"
"Mat_Prob_Estatistica","UFPE","Acad","(1982.6, 1987]","(1964.9, 1969.8]","(10.2, 16.4]","(28.4, 42.6]","(9, 18]","(2.252, 2.719]","(99.3, 132.4]","(92.7, 123.6]","[0, 7.2]","(15.8, 23.7]","(12.1, 24.2]","(32.4, 43.2]","(15, 22.5]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Cinco"
"Mat_Prob_Estatistica","UFRGS","Acad","(1991.4, 1995.8]","(1974.7, 1979.6]","(10.2, 16.4]","(28.4, 42.6]","(9, 18]","(2.719, 3.767]","(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","[0, 10.8]","(7.5, 15]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Cinco"
"Mat_Prob_Estatistica","UFSCAR","Acad","(1995.8, 2000.2]","(1984.5, 1989.4]","(16.4, 22.6]","(14.2, 28.4]","(9, 18]","(1.926, 2.252]","(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","(7.9, 15.8]","(12.1, 24.2]","(10.8, 21.6]","(7.5, 15]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Cinco"
"Mat_Prob_Estatistica","UNICAMP","Acad","(2004.6, 2009]","(1974.7, 1979.6]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]","(6.772, 87]","(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","(7.9, 15.8]","[0, 12.1]","[0, 10.8]","(7.5, 15]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Cinco"
"Mat_Prob_Estatistica","UNICAMP","Prof",NA,"(2004.1, 2009]","(16.4, 22.6]","(28.4, 42.6]","[0, 9]",NA,"(99.3, 132.4]","(92.7, 123.6]","[0, 7.2]","(7.9, 15.8]","(12.1, 24.2]","(21.6, 32.4]","(7.5, 15]","[0, 8.6]","(16.8, 25.2]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Cinco"
"Mat_Prob_Estatistica","UFBA","Acad",NA,"(1964.9, 1969.8]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",NA,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Quatro"
"Mat_Prob_Estatistica","UFCG","Acad",NA,"(1999.2, 2004.1]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",NA,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","(10.8, 21.6]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Quatro"
"Mat_Prob_Estatistica","UFF","Acad","(2004.6, 2009]","(1964.9, 1969.8]","(16.4, 22.6]","(14.2, 28.4]","[0, 9]",NA,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","(7.9, 15.8]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Quatro"
"Mat_Prob_Estatistica","UFPA","Acad",NA,"(1999.2, 2004.1]","(10.2, 16.4]","(42.6, 56.8]","[0, 9]",NA,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","(10.8, 21.6]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Quatro"
"Mat_Prob_Estatistica","UFPB/J.P.","Acad",NA,"(1989.4, 1994.3]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",NA,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","(21.6, 32.4]","(7.5, 15]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]","Quatro"
